-4.942204731077009683e+01	7.047162010873035065e+00
-4.812831562127009732e+01	7.216168358573030517e+00
-4.683458393187009960e+01	7.137608483073035082e+00
-4.554085224237010010e+01	6.124058678373038411e+00
-4.424712055297009528e+01	6.127240135873036841e+00
-4.295338886347009577e+01	6.354828789473031314e+00
-4.165965717407009805e+01	6.876831963273039250e+00
-4.036592548457009855e+01	7.609269097073029897e+00
-3.907219379517009372e+01	7.793702080473033256e+00
-3.777846210567009422e+01	8.081944420573030641e+00
-3.648473041627009650e+01	8.461571648373032772e+00
-3.519099872677009699e+01	9.010857537073029278e+00
-3.389726703737009927e+01	9.764538719873034012e+00
-3.260353534787009977e+01	1.045299620887303327e+01
-3.130980175107009700e+01	9.966534569473036953e+00
-3.001607006167009573e+01	1.018382354047302840e+01
-2.872233837217009622e+01	1.080821700357303783e+01
-2.742860668267009672e+01	1.093110366127302946e+01
-2.613487499327009544e+01	1.105082030557303163e+01
-2.484114330377009594e+01	1.182125945357303642e+01
-2.354741161437009822e+01	1.319270034097303679e+01
-2.225367992487009516e+01	1.508828063277302789e+01
-2.095994823547009744e+01	1.727875609657303357e+01
-1.966621654597009794e+01	1.619258208537303290e+01
-1.837248485657009667e+01	1.631284804607302874e+01
-1.707875316707009716e+01	1.839980407027303144e+01
-1.578502147767009411e+01	2.118625350257303452e+01
-1.449128883447009564e+01	2.146934218667303185e+01
-1.319755714507009436e+01	2.587245650557302667e+01
-1.190382545557009486e+01	2.980626387857303428e+01
-1.061009376617009536e+01	4.224939437177302892e+01
-9.316362076700094974e+00	6.593677993047303687e+01
-8.022630387250094586e+00	9.585220809247302043e+01
-6.728898697790095973e+00	2.154749803094730396e+02
-5.435167008340095585e+00	5.963817033314729770e+02
-4.141434842050095710e+00	3.930264515835473048e+03
-2.847703391020095509e+00	9.046920277555473149e+03
-1.553971463140095377e+00	7.135852894735472546e+03
-2.602397140860955860e-01	6.553576527555473149e+03
1.033492034970904472e+00	5.229312367395471483e+03
2.327223843629904199e+00	4.808804554895472393e+03
3.620955533089904588e+00	5.606928090055472239e+03
4.914687460959903831e+00	3.879376088095473733e+03
6.208419150409904219e+00	2.678461293175473202e+03
7.502150839859903719e+00	1.364837391805473089e+03
8.795882529319904108e+00	3.929018449334731145e+02
1.008961421876990450e+01	8.887996382947302720e+01
1.138334590822990577e+01	4.233089919357302477e+01
1.267707759762990527e+01	2.518338485027302909e+01
1.397081024082990552e+01	1.989223189617302978e+01
1.526454193022990502e+01	1.897725386887302790e+01
1.655827361972990275e+01	1.729236693647303014e+01
1.785200435552990328e+01	1.403851027757303171e+01
1.914573604492990455e+01	1.436206527017303891e+01
2.043946964172990377e+01	1.299589247967302974e+01
2.173320133122990327e+01	1.141986174847303737e+01
2.302693302062990455e+01	1.148852629927303859e+01
2.432066471012990405e+01	1.060913176797303592e+01
2.561439639952990177e+01	9.217698052173036061e+00
2.690812808902990483e+01	8.701607659073033574e+00
2.820185977842990255e+01	8.555752709173027881e+00
2.949559146792990205e+01	8.028161003873030666e+00
3.078932315732990332e+01	7.380852654273032165e+00
3.208305484682990283e+01	6.763588860273036296e+00
3.337678462892990439e+01	6.240963890773032041e+00
3.467052013302990332e+01	5.651196434773037680e+00
3.596425182252990282e+01	4.989941551973032574e+00
3.725798351202990233e+01	5.497670128573037829e+00
3.855171520142990005e+01	4.557381584873028579e+00
3.984544689092990666e+01	4.758187248973036354e+00
4.113917858032990438e+01	5.056946709373030480e+00
4.243291026982990388e+01	4.147755577773035718e+00
4.372664195922990160e+01	4.500801995073033801e+00
4.502037364872990111e+01	3.496254875873029189e+00
4.631410533812990593e+01	3.030842735973033442e+00
4.760783702762990544e+01	3.035088494073029608e+00
4.890156871702990315e+01	3.117749169173030577e+00
5.019530040652990266e+01	3.913388207173033262e+00
5.148903209592990038e+01	3.245762779973032863e+00
5.278276378542989988e+01	2.402691796073034070e+00
5.407649547482990471e+01	2.039750054173035121e+00
5.537022716432990421e+01	2.498284294873028610e+00
5.666395885382990372e+01	3.353821709373033588e+00
5.795769054322990144e+01	2.579762413773031504e+00
5.925142223272990094e+01	2.236641838773036906e+00
6.054515392212990577e+01	2.152676537273034985e+00
6.183888561162990527e+01	1.896138146173028449e+00
6.313261730102990299e+01	1.920250847573034214e+00
6.442634899052990249e+01	1.631203606373036186e+00
6.572008067992990732e+01	1.756646111273026944e+00
6.701381236942989972e+01	1.724087670073034761e+00
6.830754405882990454e+01	1.230259850273030864e+00
6.960127574832989694e+01	1.699933006973034511e+00
7.089500743772990177e+01	1.233742668873035520e+00
7.218873912722990838e+01	1.500168755273029841e+00
7.348247081662989899e+01	1.709774925973033044e+00
7.477620250612990560e+01	1.283375694973036829e+00
7.606993419552989621e+01	1.130928948173030690e+00
7.736366588502990282e+01	1.549431755773033270e+00
7.865739757452990943e+01	1.286114647673034073e+00
7.995112926392990005e+01	1.288777306373033005e+00
8.124486095342990666e+01	1.854699089773031329e+00
8.253859264282989727e+01	1.466759636673031331e+00
8.383232433232990388e+01	1.203282311173036856e+00
8.512605602172990871e+01	1.289475395973027183e+00
8.641978771122990111e+01	1.303082421073028518e+00
8.771351940062990593e+01	1.117676689873031037e+00
8.900725109012989833e+01	1.126526787573035371e+00
9.030098277952990315e+01	1.657006218673038322e+00
9.159471446902990976e+01	1.171933129073032820e+00
9.288844615842990038e+01	4.133157279730270139e-01
9.418217784792990699e+01	1.247033622730319424e-01
9.547590953732989760e+01	9.320992972730371973e-01
9.676964122682990421e+01	1.077462151273033797e+00
9.806337291632989661e+01	4.903840567730359812e-01
9.935710460572990144e+01	7.004899527730311659e-01
1.006508362952299080e+02	1.516041710673034171e+00
1.019445679842299057e+02	1.481873467173031145e+00
1.032382996742299071e+02	8.326959159730340509e-01
1.045320313632299047e+02	8.602265860730314850e-01
1.058257630532299061e+02	7.021188285730336487e-01
1.071194947422299037e+02	7.764863517730291598e-01
1.084132264322299051e+02	1.739659264373033087e+00
1.097069581212299028e+02	6.124848868730333740e-01
1.110006898112299041e+02	9.086730297544256433e-07
1.122944215002299018e+02	1.203164603730328269e-01
1.135881531892298995e+02	4.972314383730286891e-01
