-50	97.358291626
-48.1682128906	101.1509552
-46.3364295959	103.064750671
-44.5046424866	101.8826828
-42.6728591919	105.234924316
-40.8410720825	110.330505371
-39.0092887878	113.648429871
-37.1775016785	119.196037292
-35.3457183838	125.922149658
-33.5139312744	126.430015564
-31.6821460724	131.490509033
-29.8503608704	143.352783203
-28.0185756683	149.823852539
-26.1867904663	156.301208496
-24.3550052643	168.951538086
-22.5232200623	181.585784912
-20.6914348602	191.353637695
-18.8596496582	208.088653564
-17.0278644562	257.698303223
-15.1960783005	357.963531494
-13.3642930984	583.628356934
-11.5325078964	1321.5645752
-9.7007226944	4562.625
-7.86893701553	13180.3554688
-6.03715181351	26267.7167969
-4.20536613464	36797.4257813
-2.37358093262	35529.484375
-0.541795670986	42395.9335938
1.28998970985	30485.0351563
3.12177491188	20995.203125
4.95356035233	13396.8857422
6.78534555435	5755.24023438
8.61713123322	2150.38354492
10.4489164352	623.485229492
12.2807016373	237.371780396
14.1124868393	173.643463135
15.9442720413	154.934967041
17.776058197	142.415313721
19.607843399	131.601150513
21.4396286011	125.442527771
23.2714138031	118.412460327
25.1031990051	112.20652771
26.9349842072	108.170898438
28.7667694092	105.688652039
30.5985546112	98.7053985596
32.4303398132	91.6248016357
34.2621269226	88.705619812
36.0939102173	85.5940170288
37.9256973267	81.5754318237
39.7574806213	78.4436264038
41.5892677307	73.69947052
43.4210510254	73.9636306763
45.2528381348	72.0061264038
47.0846214294	69.6724777222
48.9164085388	68.0580291748
50.7481956482	66.5595932007
52.5799789429	65.3706588745
54.4117660522	66.8841171265
56.2435493469	69.4249649048
58.0753364563	76.4311981201
59.907119751	88.3571090698
61.7389068604	101.444297791
63.570690155	111.690177917
65.4024734497	118.416099548
67.2342605591	120.066886902
69.0660476685	119.953582764
70.8978347778	119.801322937
72.7296218872	118.370704651
74.5614013672	117.897224426
76.3931884766	117.332092285
78.2249755859	117.148147583
80.0567626953	115.515945435
81.8885421753	113.183288574
83.7203292847	114.026199341
85.552116394	115.36492157
87.3839035034	116.237304688
89.2156829834	114.721740723
91.0474700928	114.054985046
92.8792572021	115.317100525
94.7110443115	115.575469971
96.5428314209	113.876075745
98.3746109009	113.942771912
100.20639801	115.958396912
102.03818512	119.629707336
103.869972229	122.838340759
105.701751709	122.99356842
107.533538818	128.830764771
109.365325928	132.087646484
111.197113037	135.068466187
113.028892517	139.835189819
114.860679626	146.821151733
116.692466736	154.826034546
118.524253845	163.491760254
120.356040955	170.018875122
122.187820435	178.623672485
124.019607544	189.401489258
125.851394653	201.84161377
127.683181763	214.691757202
129.514968872	222.748306274
131.346755981	230.300918579
133.178527832	232.124542236
135.010314941	229.172531128
136.842102051	222.306549072
138.67388916	213.04284668
140.50567627	207.388977051
142.337463379	197.305969238
144.169250488	188.649353027
146.001037598	182.98626709
147.832824707	179.771347046
149.664596558	178.985351563
151.496383667	184.555831909
153.328170776	181.888534546
155.159957886	186.695709229
156.991744995	191.016693115
158.823532104	192.290084839
160.655319214	190.090560913
162.487106323	183.323989868
164.318878174	170.054336548
166.150665283	157.376403809
167.982452393	143.400741577
169.814239502	130.295715332
171.646026611	120.433296204
173.477813721	114.445411682
175.30960083	110.032264709
